"eword","hword","egrammar"
"a skeleton in the cupboard","पारिवारिक गुप्तभेद","Noun"
"a slap in the face","मुँह पर 
तमाचा","Noun"
"a slap in the face","मुँह पर तमाचा","Noun"
"a slap on 
the wrist","चेतावनी","Noun"
"a slap on the wrist","चेतावनी","Noun"
"a slap on the wrist","हल्का दण्ड","Noun"
"a slice of 
the action","लाभांश","Noun"
"a slice of life","सामाय्न्य जीवन की यथार्थता","Noun"
"a slice of the action","लाभांश","Noun"
"a slice of the cake","लाभांश","Noun"
"a slip of","दुबला पतला","Noun"
"a slip of 
girl","दुबला पतला लड़की","Noun"
"a slip of a thing","दुबला पतला","Noun"
"a slip of boy","दुबला पतला लड़का","Noun"
"a slip of girl","दुबला पतला लड़की","Noun"
"a slip of lad","दुबला पतला लड़का","Noun"
"a slip of the pen","लिखाई में थोड़ी सी 
गलतीई","Noun"
"a slip of the pen","लिखाई में थोड़ी सी गलतीई","Noun"
"a slip of the tongue","जुबान फिसलना","Verb"
"a slip of the tongue","जबान फिसलना","Verb"
"a slippery slope","आकर्षक परन्तु 
विनाशकारी वस्तु","Noun"
"a slippery slope","आकर्षक परन्तु विनाशकारी वस्तु","Noun"
"a small 
fortune","बहुत पैसा","Noun"
"a small fortune","बहुत पैसा","Noun"
"a smallpack of people","टुकडी","Noun"
"a snake in the grass","आस्तीन का साप","Noun"
"a soft touch","झट से देने को तैयार व्यक्ति","Noun"
"a soft touch","झट से देने को तैयार 
व्यक्ति","Noun"
"a soft touch","झट से करने को तैयार व्यक्ति","Noun"
"a song and dance","हंगामा","Noun"
"a sore 
point","अप्रिय विषय","Noun"
"a sore point","अप्रिय विषय","Noun"
"a sort 
of","एक तरह की","Noun"
"a sort of","एक तरह की","Noun"
"a sporting chance","अच्छा मौक़ा","Noun"
"a square deal","उचित बर्ताव","Noun"
"a square meal","भरपेट भोजन","Noun"
"a square peg","बेमेल","Noun"
"a square peg in a round hole","बेमेल","Noun"
"a stab in the 
back","विश्वासघात","Noun"
"a stab in the back","विश्वासघात","Noun"
"a state of affairs","परिस्थिति","Noun"
"a stay of 
execution","कार्यवाही स्थगन","Noun"
"a stay of execution","अदालत के निर्णय के अनुसार कार्य्वाही का 
स्थगन","Noun"
"a stay of execution","अदालत के निर्णय के अनुसार कार्य्वाही का स्थगन","Noun"
"a stay of execution","कार्यवाही स्थगन","Noun"
"a stich in time saves nine","वक्त 
का एक टाँका, बेवक्त के नौ टाँकों से बढाकर है","Noun"
"a stich in time saves nine","वक्त का एक टाँका, बेवक्त के नौ टाँकों से बढाकर है","Noun"
"a stick to beat with","सितारा मछली","Noun"
"a sticky 
wicket","ख़राब परिस्थिति","Noun"
"a sticky wicket","ख़राब परिस्थिति","Noun"
"a sting in the 
tail","मीठा ज़हर","Noun"
"a sting in the tail","मीठा ज़हर","Noun"
"a stitch in time","वक्त का एक टाँका बेवक्त के सौ टाँकों से बढकर है","Noun"
"a stitch in time","वक्त का एक टाँका बेवक्त के सौ टाँकों से 
बढकर है","Noun"
"a stitch in time saves nine","वक्त का एक टाँका बेवक्त के सौ टाँकों से बढकर है","Noun"
"a stones throw","दोड़ी दूर पर","Noun"
"a storm in a tea 
cup","बात का बतंगड़","Noun"
"a storm in a tea cup","बात का बतंगड़","Noun"
"a storm in a teacup","बात का बतंगड़","Noun"
"a straw in the wind","संभावनाओं का सूक्ष्म संकेत","Noun"
"a sweet indian dish","गुलाब जामुन","Noun"
"a sword of damocles","सिर पर लटकती तलवार","Noun"
"a tad","थोड़ा","Noun"
"a tad","कुछ","Noun"
"a tall order","अनुचित माँग","Noun"
"a tall story","अविश्वसनीय कहानी","Noun"
"a taste of own 
medicine","जैसे को तैसा","Noun"
"a taste of own medicine","जैसे को तैसा","Noun"
"a tax on","बोझ","Noun"
"a tempest in a tea pot","बात का बतंगड़","Noun"
"a tempest in a teapot","बात का बतंगड़","Noun"
"a thick skull","जडबुद्धि","Noun"
"a thing of the past","पुरानी 
बातअ","Noun"
"a thing of the past","पुरानी बातअ","Noun"
"a thorn in 
side","जी का जंजाल","Noun"
"a thorn in flesh","जी का जंजाल","Noun"
"a thorn in side","जी का जंजाल","Noun"
"a throw","प्रति","Noun"
"a tissue of lies","झूठ का पुलिंदाआ","Noun"
"a touch","थोड़ी","Noun"
"a tough 
nut to crack","टेढा व्यक्ति","Noun"
"a tough 
nut to crack","उल्झनकारी समस्या","Noun"
"a tough customer","अड़ियल खरीददार","Noun"
"a tough nut","टेढी स्थिति","Noun"
"a tough nut","टेढी समस्या","Noun"
"a tough nut","उल्झनकारी 
व्यक्ति","Noun"
"a tough nut","टेढा व्यक्ति","Noun"
"a tough nut","उल्झनकारी व्यक्ति","Noun"
"a tough nut","उल्झनकारी परिस्थिति","Noun"
"a tough nut","उल्झनकारी समस्या","Noun"
"a tough nut to 
crack","टेढी स्थिति","Noun"
"a tough nut to crack","टेढी स्थिति","Noun"
"a tough nut to crack","टेढी समस्या","Noun"
"a tough nut to crack","टेढा व्यक्ति","Noun"
"a tough nut to crack","उल्झनकारी व्यक्ति","Noun"
"a tough nut to crack","उल्झनकारी परिस्थिति","Noun"
"a tough nut to crack","उल्झनकारी समस्या","Noun"
"a tower of strength","बड़ा 
सहारा","Noun"
"a tower of strength","बड़ा सहारा","Noun"
"a tree, a happy man","अशोक","Noun"
"a trifle","थोड़्","Adverb"
"a turn of 
mind","मानसिकतासम्पन्न","Noun"
"a turn of mind","मानसिकतासम्पन्न","Noun"
"a turn of phrase","बोलने का ढंग","Noun"
"a turn of speed","गति वृद्धि","Noun"
"a turn of the screw","हद से ज़्यादा सताना","Verb"
"a turn of the screw","हद से ज़्यादा 
सताना","Verb"
"a unit of land area","बिघा","Noun"
"a very different kettle of 
fish","एकदम अलग बात","Noun"
"a very different kettle of 
fish","एकदम अलग व्यक्ति","Noun"
"a very different kettle of fish","एकदम अलग बात","Noun"
"a very different kettle of fish","एकदम अलग व्यक्ति","Noun"
"a vicious circle","दुश्चक्र","Noun"
"a waiting game","विलम्ब युद्धनीति","Noun"
"a walk of life","स्तर","Noun"
"a way of 
life","जीवन शैली","Noun"
"a way of life","जीवन शैली","Noun"
"a week 
saturday","अगले हफ्ते शनिवार","Noun"
"a week friday","अगले हफ्ते शुक्रवार","Noun"
"a week last 
thursday","पिछला गुरुवार","Noun"
"a week last 
wednesday","पिछला बुधवार","Noun"
"a week last friday","पिछला शुक्रवार","Noun"
"a week last friday","पिछला 
शुक्रवार","Noun"
"a week last monday","पिछला सोमवार","Noun"
"a week last saturday","पिछला शनिवार","Noun"
"a week last sunday","पिछला रविवार","Noun"
"a week last thursday","पिछला गुरुवार","Noun"
"a week last tuesday","पिछला मंगलवार","Noun"
